方向,代碼,名稱,訂單價格,訂單數量,訂單金額,交易狀態,已成交@均價,下單時間,類型,期限,盤前競價,時段,觸發價,允許開倉,市場,幣種,訂單來源,成交數量,成交價格,成交金額,成交時間,市場,幣種,對手經紀,備註,佣金,平台使用費,交收費,印花稅,交易費,證監會徵費,財匯局徵費,證監會規費,交易活動費,期權監管費,期權清算費,期權交收費,綜合審計跟蹤監管費,合計費用
買入,56601,恒指法巴八甲牛P.C,0.025,"500,000","12,500.00",全部成交,"500,000@0.025",2026/04/30 11:32:05 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.025,"12,500.00",2026/04/30 11:32:05 (香港),港股,HKD,9692,,0,15,0.53,0,0.71,0.34,0.02,,,,,,,16.6
賣出,57143,恒指匯豐八乙牛Y.C,0.023,"100,000","2,300.00",已撤單,0@0.00,2026/04/30 11:27:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,57143,恒指匯豐八乙牛Y.C,0.022,"1,000,000","22,000.00",全部成交,"1,000,000@0.022",2026/04/30 11:23:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"700,000",0.022,"15,400.00",2026/04/30 11:23:43 (香港),港股,HKD,9774,,0,15,0.93,0,1.24,0.6,0.03,,,,,,,17.8
,,,,,,,,,,,,,,,,,,"300,000",0.022,"6,600.00",2026/04/30 11:23:43 (香港),港股,HKD,1442,,,,,,,,,,,,,,,
買入,57143,恒指匯豐八乙牛Y.C,0.024,"100,000","2,400.00",全部成交,"100,000@0.024",2026/04/30 11:05:09 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.024,"2,400.00",2026/04/30 11:07:48 (香港),港股,HKD,9774,,0,15,0.1,0,0.14,0.06,0,,,,,,,15.3
賣出,57143,恒指匯豐八乙牛Y.C,0.021,"100,000","2,100.00",全部成交,"100,000@0.021",2026/04/30 10:59:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.021,"2,100.00",2026/04/30 11:00:09 (香港),港股,HKD,2311,,0,15,0.09,0,0.12,0.06,0,,,,,,,15.27
賣出,57143,恒指匯豐八乙牛Y.C,0.03,"100,000","3,000.00",已撤單,0@0.00,2026/04/30 10:45:32 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57143,恒指匯豐八乙牛Y.C,0.028,"300,000","8,400.00",全部成交,"300,000@0.028",2026/04/30 10:36:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.028,"8,400.00",2026/04/30 10:44:21 (香港),港股,HKD,9774,,0,15,0.35,0,0.47,0.23,0.01,,,,,,,16.06
買入,57143,恒指匯豐八乙牛Y.C,0.029,"300,000","8,700.00",全部成交,"300,000@0.029",2026/04/30 10:34:53 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.029,"8,700.00",2026/04/30 10:43:45 (香港),港股,HKD,9774,,0,15,0.37,0,0.49,0.23,0.01,,,,,,,16.1
買入,57143,恒指匯豐八乙牛Y.C,0.028,"500,000","14,000.00",全部成交,"500,000@0.028",2026/04/30 10:33:08 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.028,"14,000.00",2026/04/30 10:33:08 (香港),港股,HKD,9774,,0,15,0.59,0,0.79,0.38,0.02,,,,,,,16.78
買入,55791,恒指國君八十牛M.C,0.03,"500,000","15,000.00",已撤單,0@0.00,2026/04/30 10:32:16 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62406,恒指信證八八牛F.C,0.01,"500,000","5,000.00",全部成交,"500,000@0.01",2026/04/30 10:23:59 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"180,000",0.01,"1,800.00",2026/04/30 10:28:36 (香港),港股,HKD,2014,,0,15,0.21,0,0.28,0.13,0,,,,,,,15.62
,,,,,,,,,,,,,,,,,,"200,000",0.01,"2,000.00",2026/04/30 10:28:23 (香港),港股,HKD,2452,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"120,000",0.01,"1,200.00",2026/04/30 10:28:19 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
買入,62406,恒指信證八八牛F.C,0.015,"200,000","3,000.00",全部成交,"200,000@0.015",2026/04/30 10:22:32 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.015,"3,000.00",2026/04/30 10:22:42 (香港),港股,HKD,9788,,0,15,0.13,0,0.17,0.08,0,,,,,,,15.38
買入,62406,恒指信證八八牛F.C,0.016,"300,000","4,800.00",全部成交,"300,000@0.016",2026/04/30 10:19:52 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.016,"4,800.00",2026/04/30 10:19:52 (香港),港股,HKD,2021,,0,15,0.2,0,0.27,0.13,0.01,,,,,,,15.61
賣出,62406,恒指信證八八牛F.C,0.02,"300,000","6,000.00",已撤單,0@0.00,2026/04/30 10:12:12 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62406,恒指信證八八牛F.C,0.016,"300,000","4,800.00",全部成交,"300,000@0.016",2026/04/30 10:08:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.016,"4,800.00",2026/04/30 10:10:37 (香港),港股,HKD,2452,,0,15,0.2,0,0.27,0.13,0.01,,,,,,,15.61
買入,62406,恒指信證八八牛F.C,0.018,"100,000","1,800.00",全部成交,"100,000@0.018",2026/04/30 10:07:39 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.018,"1,800.00",2026/04/30 10:08:17 (香港),港股,HKD,9788,,0,15,0.08,0,0.1,0.05,0,,,,,,,15.23
賣出,62406,恒指信證八八牛F.C,0.02,"100,000","2,000.00",全部成交,"100,000@0.02",2026/04/30 10:07:02 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.02,"2,000.00",2026/04/30 10:07:02 (香港),港股,HKD,9788,,0,15,0.08,0,0.11,0.05,0,,,,,,,15.24
買入,62406,恒指信證八八牛F.C,0.018,"100,000","1,800.00",已撤單,0@0.00,2026/04/30 10:05:31 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62406,恒指信證八八牛F.C,0.019,"100,000","1,900.00",全部成交,"100,000@0.019",2026/04/30 10:04:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.019,"1,900.00",2026/04/30 10:05:17 (香港),港股,HKD,9788,,0,15,0.08,0,0.11,0.05,0,,,,,,,15.24
買入,62406,恒指信證八八牛F.C,0.019,"100,000","1,900.00",全部成交,"100,000@0.019",2026/04/30 10:03:14 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.019,"1,900.00",2026/04/30 10:03:15 (香港),港股,HKD,9788,,0,15,0.08,0,0.11,0.05,0,,,,,,,15.24
買入,62406,恒指信證八八牛F.C,0.018,"200,000","3,600.00",已撤單,0@0.00,2026/04/30 09:56:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62406,恒指信證八八牛F.C,0.019,"500,000","9,500.00",全部成交,"500,000@0.019",2026/04/30 09:40:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.019,"9,500.00",2026/04/30 09:40:48 (香港),港股,HKD,2452,,0,15,0.4,0,0.54,0.26,0.01,,,,,,,16.21
賣出,62402,恒指信證八乙熊B.P,0.028,"500,000","14,000.00",全部成交,"500,000@0.028",2026/04/30 09:30:12 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.028,"14,000.00",2026/04/30 09:30:16 (香港),港股,HKD,511,,0,15,0.59,0,0.79,0.38,0.02,,,,,,,16.78
買入,LITE260508C845000,LITE 260508 845.00C,73.7,1,"7,370.00",全部成交,1@73.70,2026/04/29 14:17:05 (美東),限價單,當日有效,,,,,美股,USD,,1,73.7,"7,370.00",2026/04/29 14:17:24 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260508P1070000,SNDK 260508 1070.00P,87.1,1,"8,710.00",全部成交,1@87.10,2026/04/29 12:01:42 (美東),限價單,當日有效,,,,,美股,USD,,1,87.1,"8,710.00",2026/04/29 12:01:42 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260508P1060000,SNDK 260508 1060.00P,82.8,1,"8,280.00",全部成交,1@82.51,2026/04/29 11:59:53 (美東),限價單,當日有效,,,,,美股,USD,,1,82.51,"8,251.00",2026/04/29 11:59:53 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260508P1085000,SNDK 260508 1085.00P,93,1,"9,300.00",已撤單,0@0.00,2026/04/29 11:55:08 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260508P1090000,SNDK 260508 1090.00P,96.8,1,"9,680.00",全部成交,1@96.80,2026/04/29 11:52:40 (美東),限價單,當日有效,,,,,美股,USD,,1,96.8,"9,680.00",2026/04/29 11:52:40 (美東),美股,USD,,,1.99,0.3,,,,,,0.2,0.01,0.01,0.02,0.18,,2.71
買入,TSLA260429P372500,TSLA 260429 372.50P,2.01,10,"2,010.00",已撤單,0@0.00,2026/04/29 11:51:10 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,INTC260501P93000,INTC 260501 93.00P,3.2,10,"3,200.00",已撤單,0@0.00,2026/04/29 11:48:39 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260508P1090000,SNDK 260508 1090.00P,95,1,"9,500.00",全部成交,1@95.00,2026/04/29 11:33:58 (美東),限價單,當日有效,,,,,美股,USD,,1,95,"9,500.00",2026/04/29 11:35:01 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,LITE260501P850000,LITE 260501 850.00P,26,1,"2,600.00",已撤單,0@0.00,2026/04/29 11:28:12 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501P865000,LITE 260501 865.00P,36.5,1,"3,650.00",已撤單,0@0.00,2026/04/29 11:27:06 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260508P1090000,SNDK 260508 1090.00P,93,1,"9,300.00",已撤單,0@0.00,2026/04/29 11:26:02 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501P865000,LITE 260501 865.00P,30,1,"3,000.00",已撤單,0@0.00,2026/04/29 11:24:48 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260508P1085000,SNDK 260508 1085.00P,95,1,"9,500.00",全部成交,1@95.00,2026/04/29 11:11:43 (美東),限價單,當日有效,,,,,美股,USD,,1,95,"9,500.00",2026/04/29 11:11:43 (美東),美股,USD,,,1.99,0.3,,,,,,0.2,0.01,0.01,0.02,0.18,,2.71
買入,LITE260501P857500,LITE 260501 857.50P,31.8,1,"3,180.00",已撤單,0@0.00,2026/04/29 11:10:49 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260508P1085000,SNDK 260508 1085.00P,93.9,1,"9,390.00",全部成交,1@93.90,2026/04/29 11:09:34 (美東),限價單,當日有效,,,,,美股,USD,,1,93.9,"9,390.00",2026/04/29 11:11:18 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,LITE260501P867500,LITE 260501 867.50P,33.8,1,"3,380.00",已撤單,0@0.00,2026/04/29 11:06:17 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501P867500,LITE 260501 867.50P,32,1,"3,200.00",已撤單,0@0.00,2026/04/29 11:06:03 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260501P1080000,SNDK 260501 1080.00P,62,1,"6,200.00",已撤單,0@0.00,2026/04/29 11:00:26 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260501P1080000,SNDK 260501 1080.00P,63,1,"6,300.00",已撤單,0@0.00,2026/04/29 10:53:56 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260501P1080000,SNDK 260501 1080.00P,67.3,1,"6,730.00",全部成交,1@67.30,2026/04/29 10:41:37 (美東),限價單,當日有效,,,,,美股,USD,,1,67.3,"6,730.00",2026/04/29 11:03:40 (美東),美股,USD,,,1.99,0.3,,,,,,0.14,0.01,0.01,0.02,0.18,,2.65
買入,SNDK260501P1080000,SNDK 260501 1080.00P,64,1,"6,400.00",已撤單,0@0.00,2026/04/29 10:39:27 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260501P1080000,SNDK 260501 1080.00P,66.8,1,"6,680.00",全部成交,1@66.80,2026/04/29 10:38:15 (美東),限價單,當日有效,,,,,美股,USD,,1,66.8,"6,680.00",2026/04/29 10:38:16 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260501P1080000,SNDK 260501 1080.00P,65,1,"6,500.00",已撤單,0@0.00,2026/04/29 10:36:17 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501P880000,LITE 260501 880.00P,30,1,"3,000.00",已撤單,0@0.00,2026/04/29 10:34:17 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501P880000,LITE 260501 880.00P,30,1,"3,000.00",已撤單,0@0.00,2026/04/29 10:28:42 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260501P1070000,SNDK 260501 1070.00P,63.5,1,"6,350.00",全部成交,1@63.50,2026/04/29 09:46:45 (美東),限價單,當日有效,,,,,美股,USD,,1,63.5,"6,350.00",2026/04/29 09:48:14 (美東),美股,USD,,,1.99,0.3,,,,,,0.13,0.01,0.01,0.02,0.18,,2.64
賣出,SNDK260501P1070000,SNDK 260501 1070.00P,59.9,1,"5,990.00",全部成交,1@59.90,2026/04/29 09:43:37 (美東),限價單,當日有效,,,,,美股,USD,,1,59.9,"5,990.00",2026/04/29 09:43:46 (美東),美股,USD,,,1.99,0.3,,,,,,0.12,0.01,0.01,0.02,0.18,,2.63
買入,SNDK260501P1070000,SNDK 260501 1070.00P,58,1,"5,800.00",全部成交,1@58.00,2026/04/29 09:41:13 (美東),限價單,當日有效,,,,,美股,USD,,1,58,"5,800.00",2026/04/29 09:43:12 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,SNDK260501P1070000,SNDK 260501 1070.00P,64,1,"6,400.00",全部成交,1@64.00,2026/04/29 09:39:41 (美東),限價單,當日有效,,,,,美股,USD,,1,64,"6,400.00",2026/04/29 09:48:14 (美東),美股,USD,,,1.99,0.3,,,,,,0.13,0.01,0.01,0.02,0.18,,2.64
賣出,SNDK260501P1070000,SNDK 260501 1070.00P,65.8,2,"13,160.00",下單失敗,0@0.00,2026/04/29 09:39:29 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260501P1070000,SNDK 260501 1070.00P,62,1,"6,200.00",已撤單,0@0.00,2026/04/29 09:38:03 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260501P1070000,SNDK 260501 1070.00P,62,1,"6,200.00",全部成交,1@62.00,2026/04/29 09:36:40 (美東),限價單,當日有效,,,,,美股,USD,,1,62,"6,200.00",2026/04/29 09:36:52 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,SNDK260501P1070000,SNDK 260501 1070.00P,67,1,"6,700.00",全部成交,1@67.00,2026/04/29 09:35:02 (美東),限價單,當日有效,,,,,美股,USD,,1,67,"6,700.00",2026/04/29 09:35:02 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,STX260501C605000,STX 260501 605.00C,87.7,1,"8,770.00",全部成交,1@87.70,2026/04/29 09:30:45 (美東),限價單,當日有效,,,,,美股,USD,,1,87.7,"8,770.00",2026/04/29 09:30:46 (美東),美股,USD,,,1.99,0.3,,,,,,0.18,0.01,0.01,0.02,0.18,,2.69
賣出,LITE260501C825000,LITE 260501 825.00C,32,9,"28,800.00",全部成交,9@32.00,2026/04/29 09:30:21 (美東),限價單,當日有效,,,,,美股,USD,,9,32,"28,800.00",2026/04/29 09:30:31 (美東),美股,USD,,,5.85,2.7,,,,,,0.59,0.03,0.12,0.18,1.62,,11.09
買入,62402,恒指信證八乙熊B.P,0.017,"500,000","8,500.00",全部成交,"500,000@0.017",2026/04/29 15:51:22 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"280,000",0.017,"4,760.00",2026/04/29 15:53:40 (香港),港股,HKD,6698,,0,15,0.36,0,0.49,0.24,0.01,,,,,,,16.1
,,,,,,,,,,,,,,,,,,"100,000",0.017,"1,700.00",2026/04/29 15:53:31 (香港),港股,HKD,9053,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"120,000",0.017,"2,040.00",2026/04/29 15:51:38 (香港),港股,HKD,2241,,,,,,,,,,,,,,,
賣出,61882,恒指瑞銀八乙熊V.P,0.014,"300,000","4,200.00",全部成交,"300,000@0.014",2026/04/29 15:50:01 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.014,"4,200.00",2026/04/29 15:50:21 (香港),港股,HKD,1799,,0,15,0.18,0,0.24,0.11,0.01,,,,,,,15.54
買入,61882,恒指瑞銀八乙熊V.P,0.014,"300,000","4,200.00",全部成交,"300,000@0.014",2026/04/29 15:48:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.014,"4,200.00",2026/04/29 15:48:20 (香港),港股,HKD,9763,,0,15,0.18,0,0.24,0.11,0.01,,,,,,,15.54
買入,61685,恒指信證八甲熊V.P,0.012,"300,000","3,600.00",已撤單,0@0.00,2026/04/29 15:46:50 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,62670,恒指法巴八七牛G.C,0.035,"500,000","17,500.00",全部成交,"500,000@0.035",2026/04/29 15:36:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.035,"17,500.00",2026/04/29 15:37:05 (香港),港股,HKD,1444,,0,15,0.74,0,0.99,0.47,0.03,,,,,,,17.23
買入,62670,恒指法巴八七牛G.C,0.034,"500,000","17,000.00",全部成交,"500,000@0.034",2026/04/29 15:29:49 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"160,000",0.034,"5,440.00",2026/04/29 15:31:10 (香港),港股,HKD,9692,,0,15,0.72,0,0.96,0.46,0.03,,,,,,,17.17
,,,,,,,,,,,,,,,,,,"100,000",0.034,"3,400.00",2026/04/29 15:31:02 (香港),港股,HKD,743,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"200,000",0.034,"6,800.00",2026/04/29 15:31:02 (香港),港股,HKD,738,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"40,000",0.034,"1,360.00",2026/04/29 15:30:39 (香港),港股,HKD,1799,,,,,,,,,,,,,,,
賣出,62670,恒指法巴八七牛G.C,0.029,"200,000","5,800.00",全部成交,"200,000@0.029",2026/04/29 15:23:48 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.029,"5,800.00",2026/04/29 15:25:18 (香港),港股,HKD,9692,,0,15,0.24,0,0.33,0.16,0.01,,,,,,,15.74
賣出,62670,恒指法巴八七牛G.C,0.028,"300,000","8,400.00",全部成交,"300,000@0.028",2026/04/29 15:22:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.028,"8,400.00",2026/04/29 15:22:45 (香港),港股,HKD,9692,,0,15,0.35,0,0.47,0.23,0.01,,,,,,,16.06
買入,62670,恒指法巴八七牛G.C,0.027,"1,000,000","27,000.00",已撤單,0@0.00,2026/04/29 15:20:33 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,62670,恒指法巴八七牛G.C,0.029,"500,000","14,500.00",已撤單,0@0.00,2026/04/29 15:13:51 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.03,"500,000","15,000.00",全部成交,"500,000@0.03",2026/04/29 14:23:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.03,"15,000.00",2026/04/29 14:27:21 (香港),港股,HKD,9692,,0,15,0.63,0,0.85,0.41,0.02,,,,,,,16.91
賣出,62670,恒指法巴八七牛G.C,0.031,"500,000","15,500.00",全部成交,"500,000@0.031",2026/04/29 14:04:40 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"350,000",0.031,"10,850.00",2026/04/29 14:04:40 (香港),港股,HKD,2453,,0,15,0.66,0,0.87,0.42,0.03,,,,,,,16.98
,,,,,,,,,,,,,,,,,,"150,000",0.031,"4,650.00",2026/04/29 14:04:40 (香港),港股,HKD,5838,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.027,"500,000","13,500.00",全部成交,"500,000@0.027",2026/04/29 13:40:05 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.027,"13,500.00",2026/04/29 13:40:24 (香港),港股,HKD,9692,,0,15,0.57,0,0.76,0.36,0.02,,,,,,,16.71
賣出,60981,恒指法興八二熊T.P,0.023,"1,300,000","29,900.00",全部成交,"1,300,000@0.023",2026/04/29 13:38:11 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"1,140,000",0.023,"26,220.00",2026/04/29 13:38:57 (香港),港股,HKD,511,,0,15,1.26,0,1.69,0.81,0.04,,,,,,,18.8
,,,,,,,,,,,,,,,,,,"20,000",0.023,460,2026/04/29 13:38:30 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"140,000",0.023,"3,220.00",2026/04/29 13:38:11 (香港),港股,HKD,8908,,,,,,,,,,,,,,,
買入,60981,恒指法興八二熊T.P,0.02,"300,000","6,000.00",全部成交,"300,000@0.02",2026/04/29 13:32:31 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.02,"6,000.00",2026/04/29 13:32:31 (香港),港股,HKD,760,,0,15,0.25,0,0.34,0.16,0.01,,,,,,,15.76
買入,60981,恒指法興八二熊T.P,0.025,"1,000,000","25,000.00",全部成交,"1,000,000@0.025",2026/04/29 13:08:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"510,000",0.025,"12,750.00",2026/04/29 13:08:14 (香港),港股,HKD,511,,0,15,1.05,0,1.41,0.67,0.04,,,,,,,18.17
,,,,,,,,,,,,,,,,,,"490,000",0.025,"12,250.00",2026/04/29 13:08:14 (香港),港股,HKD,8535,,,,,,,,,,,,,,,
賣出,56728,恒指瑞銀八乙牛P.C,0.045,"500,000","22,500.00",全部成交,"500,000@0.045",2026/04/29 13:01:56 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.045,"22,500.00",2026/04/29 13:02:17 (香港),港股,HKD,4735,,0,15,0.95,0,1.27,0.61,0.03,,,,,,,17.86
賣出,62670,恒指法巴八七牛G.C,0.024,"500,000","12,000.00",全部成交,"500,000@0.024",2026/04/29 11:59:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"30,000",0.024,720,2026/04/29 11:59:59 (香港),港股,HKD,1479,,0,15,0.5,0,0.68,0.32,0.02,,,,,,,16.52
,,,,,,,,,,,,,,,,,,"270,000",0.024,"6,480.00",2026/04/29 11:59:59 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"200,000",0.024,"4,800.00",2026/04/29 11:59:59 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.022,"200,000","4,400.00",已撤單,0@0.00,2026/04/29 11:54:32 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.023,"500,000","11,500.00",全部成交,"500,000@0.023",2026/04/29 11:49:24 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.023,"11,500.00",2026/04/29 11:51:05 (香港),港股,HKD,9692,,0,15,0.48,0,0.65,0.31,0.02,,,,,,,16.46
買入,56728,恒指瑞銀八乙牛P.C,0.042,"500,000","21,000.00",全部成交,"500,000@0.042",2026/04/29 11:47:07 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.042,"21,000.00",2026/04/29 11:47:08 (香港),港股,HKD,9696,,0,15,0.88,0,1.19,0.57,0.03,,,,,,,17.67
買入,56728,恒指瑞銀八乙牛P.C,0.035,"1,000,000","35,000.00",已撤單,0@0.00,2026/04/29 11:41:16 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.018,"1,000,000","18,000.00",已撤單,0@0.00,2026/04/29 11:38:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,60981,恒指法興八二熊T.P,0.025,"500,000","12,500.00",全部成交,"500,000@0.025",2026/04/29 11:27:46 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"40,000",0.025,"1,000.00",2026/04/29 11:33:07 (香港),港股,HKD,1455,,0,15,0.52,0,0.71,0.34,0.02,,,,,,,16.59
,,,,,,,,,,,,,,,,,,"460,000",0.025,"11,500.00",2026/04/29 11:33:07 (香港),港股,HKD,1443,,,,,,,,,,,,,,,
買入,60981,恒指法興八二熊T.P,0.026,"500,000","13,000.00",全部成交,"500,000@0.026",2026/04/29 11:25:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.026,"13,000.00",2026/04/29 11:25:42 (香港),港股,HKD,1442,,0,15,0.55,0,0.73,0.35,0.02,,,,,,,16.65
賣出,56728,恒指瑞銀八乙牛P.C,0.046,"500,000","23,000.00",全部成交,"500,000@0.046",2026/04/29 11:19:49 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"150,000",0.046,"6,900.00",2026/04/29 11:19:52 (香港),港股,HKD,8476,,0,15,0.97,0,1.3,0.62,0.03,,,,,,,17.92
,,,,,,,,,,,,,,,,,,"350,000",0.046,"16,100.00",2026/04/29 11:19:52 (香港),港股,HKD,740,,,,,,,,,,,,,,,
買入,62670,恒指法巴八七牛G.C,0.024,"500,000","12,000.00",已撤單,0@0.00,2026/04/29 11:15:46 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,62670,恒指法巴八七牛G.C,0.026,"1,000,000","26,000.00",全部成交,"1,000,000@0.026",2026/04/29 11:10:10 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"1,000,000",0.026,"26,000.00",2026/04/29 11:11:54 (香港),港股,HKD,9692,,0,15,1.09,0,1.47,0.7,0.04,,,,,,,18.3
